name,profile,url,bias,factual,credibility
Flamborough Review – Bias and Credibility,https://mediabiasfactcheck.com/flamborough-review-bias/,www.thespec.com,left-center,high,high credibility
Legal Insurrection – Bias and Credibility,https://mediabiasfactcheck.com/legal-insurrection/,www.legalinsurrection.com,right,mostly_factual,high credibility
Fresno Bee – Bias and Credibility,https://mediabiasfactcheck.com/fresno-bee/,www.fresnobee.com,left-center,high,high credibility
Gaston Gazette – Bias and Credibility,https://mediabiasfactcheck.com/gaston-gazette-bias/,www.gastongazette.com,left-center,high,high credibility
Glanbrook Gazette – Bias and Credibility,https://mediabiasfactcheck.com/glanbrook-gazette-bias/,www.thespec.com,left-center,high,high credibility
New York Sun – Bias and Credibility,https://mediabiasfactcheck.com/new-york-sun-bias/,www.nysun.com,right,high,high credibility
NTK Network – Bias and Credibility,https://mediabiasfactcheck.com/ntk-network/,www.ntknetwork.com,right,mixed,no credibility rating available
OpenVaers – Bias and Credibility,https://mediabiasfactcheck.com/openvaers-bias/,www.openvaers.com,right,mixed,medium credibility
Greensburg Daily News – Bias and Credibility,https://mediabiasfactcheck.com/greensburg-daily-news-bias/,www.greensburgdailynews.com,left-center,high,high credibility
Grist – Bias and Credibility,https://mediabiasfactcheck.com/grist/,www.grist.org,left-center,high,high credibility
Gun Violence Archive – Bias and Credibility,https://mediabiasfactcheck.com/gun-violence-archive/,www.gunviolencearchive.org,left-center,high,high credibility
Harper’s Magazine – Bias and Credibility,https://mediabiasfactcheck.com/harpers/,www.harpers.org,left-center,high,high credibility
Health Magazine – Bias and Credibility,https://mediabiasfactcheck.com/health-magazine/,www.health.com,left-center,mixed,medium credibility
Helsinki Times – Bias and Credibility,https://mediabiasfactcheck.com/helsinki-times/,www.helsinkitimes.fi,left-center,high,high credibility
Highline – Bias and Credibility,https://mediabiasfactcheck.com/highline/,highline.huffingtonpost.com,left-center,high,no credibility rating available
Hollywood Reporter – Bias and Credibility,https://mediabiasfactcheck.com/hollywood-reporter/,www.hollywoodreporter.com,left-center,high,high credibility
Houma Courier – Bias and Credibility,https://mediabiasfactcheck.com/houma-courier-bias/,www.houmatoday.com,left-center,high,high credibility
The Daily Wire – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-wire/,www.dailywire.com,right,mixed,medium credibility
The Library of Economics and Liberty (Econlib) – Bias and Credibility,https://mediabiasfactcheck.com/the-library-of-economics-and-liberty-econlib/,www.econlib.org,right,mostly,medium credibility
The Post Millennial – Bias and Credibility,https://mediabiasfactcheck.com/the-post-millennial/,www.thepostmillennial.com,right,mixed,medium credibility
Innisfil Journal – Bias and Credibility,https://mediabiasfactcheck.com/innisfil-journal-bias/,www.simcoe.com,left-center,high,high credibility
Inside Philanthropy – Bias and Credibility,https://mediabiasfactcheck.com/inside-philanthropy/,www.insidephilanthropy.com,left-center,high,high credibility
Institute on Taxation and Economic Policy (ITEP) – Bias and Credibility,https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,www.itep.org,left-center,high,high credibility
Inverse – Bias and Credibility,https://mediabiasfactcheck.com/inverse/,www.inverse.com,left-center,high,high credibility
ISRAEL21c – Bias and Credibility,https://mediabiasfactcheck.com/israel21c/,www.israel21c.org,left-center,high,high credibility
79Days.News – Bias and Credibility,https://mediabiasfactcheck.com/79days-news/,www.79days.news,conspiracy,VeryLow,low credibility
Jersey Journal – Bias and Credibility,https://mediabiasfactcheck.com/jersey-journal-bias/,www.nj.com,left-center,high,high credibility
Newsinstact.com (Alien News) – Bias and Credibility,https://mediabiasfactcheck.com/newsinstact-com-alien-news-bias/,www.newsinstact.com,conspiracy,VeryLow,low credibility
Kaiser Family Foundation – Bias and Credibility,https://mediabiasfactcheck.com/kaiser-family-foundation/,www.kff.org,left-center,high,high credibility
American Digital News – Bias and Credibility,https://mediabiasfactcheck.com/american-digital-news/,www.americandigitalnews.com,conspiracy,mixed,low credibility
KBRW – NPR – Barrow – Bias and Credibility,https://mediabiasfactcheck.com/kbrw-npr-barrow-bias/,www.kbrw.org,left-center,high,high credibility
Anewspost.com – Bias and Credibility,https://mediabiasfactcheck.com/anewspost-com/,www.anewspost.com,conspiracy,mixed,low credibility
KCRW – NPR – Santa Monica – Bias and Credibility,https://mediabiasfactcheck.com/kcrw-npr-santa-monica-bias/,www.kcrw.com,left-center,high,high credibility
Kelowna Capital News – Bias and Credibility,https://mediabiasfactcheck.com/kelowna-capital-news-bias/,www.kelownacapnews.com,left-center,high,high credibility
Banned.Video – Bias and Credibility,https://mediabiasfactcheck.com/banned-video/,www.banned.video,conspiracy,VeryLow,low credibility
KGO – ABC7 News – Bias and Credibility,https://mediabiasfactcheck.com/kgo-abc7-news-bias/,www.abc7news.com,left-center,high,high credibility
Kitimat Northern Sentinel – Bias and Credibility,https://mediabiasfactcheck.com/kitimat-northern-sentinel-bias/,www.northernsentinel.com,left-center,high,high credibility
Health.News – Bias and Credibility,https://mediabiasfactcheck.com/health-news/,www.health.news,conspiracy,VeryLow,low credibility
El Diario NY – Bias and Credibility,https://mediabiasfactcheck.com/el-diario-ny/,www.eldiariony.com,left-center,high,high credibility
Frontiers of Freedom – Bias and Credibility,https://mediabiasfactcheck.com/frontiers-of-freedom/,www.ff.org,right,mixed,medium credibility
Guido Fawkes – Bias and Credibility,https://mediabiasfactcheck.com/guido-fawkes/,www.order-order.com,right,mixed,medium credibility
Hudson Institute – Bias and Credibility,https://mediabiasfactcheck.com/hudson-institute/,www.hudson.org,right,high,high credibility
Eurasia Review – Bias and Credibility,https://mediabiasfactcheck.com/eurasia-review/,www.eurasiareview.com,left-center,high,high credibility
Exposing the Truth – Bias and Credibility,https://mediabiasfactcheck.com/exposing-the-truth/,www.exposingtruth.com,left-center,high,high credibility
Israel Hayom – Bias and Credibility,https://mediabiasfactcheck.com/israel-hayom/,www.israelhayom.com,right,mostly,medium credibility
KKOB – 96.3 – Albuquerque – Bias and Credibility,https://mediabiasfactcheck.com/kkob-96-3-albuquerque-bias/,www.newsradiokkob.com,right,mixed,medium credibility
Fort Erie Post – Bias and Credibility,https://mediabiasfactcheck.com/fort-erie-post-bias/,www.niagarathisweek.com,left-center,high,high credibility
Lozier Institute – Bias and Credibility,https://mediabiasfactcheck.com/lozier-institute/,www.lozierinstitute.org,right,mixed,medium credibility
Milliyet – Bias and Credibility,https://mediabiasfactcheck.com/milliyet/,www.milliyet.com.tr,right,mixed,medium credibility
Glendive Ranger-Review – Bias and Credibility,https://mediabiasfactcheck.com/glendive-ranger-review-bias/,www.rangerreview.com,left-center,high,high credibility
Global Risk Insights (GRI) – Bias and Credibility,https://mediabiasfactcheck.com/global-risk-insights-gri/,www.globalriskinsights.com,left-center,high,high credibility
Numbers USA – Bias and Credibility,https://mediabiasfactcheck.com/numbers-usa/,www.numbersusa.com,right,mixed,medium credibility
Government Accountability Project (GAP) – Bias and Credibility,https://mediabiasfactcheck.com/government-accountability-project-gap/,www.whistleblower.org,left-center,high,high credibility
Patriot News Alerts – Bias and Credibility,https://mediabiasfactcheck.com/patriot-news-alerts/,www.patriotnewsalerts.com,right,mixed,medium credibility
Power Line – Bias and Credibility,https://mediabiasfactcheck.com/power-line/,www.powerlineblog.com,right,mixed,medium credibility
Real America’s Voice – Bias and Credibility,https://mediabiasfactcheck.com/real-americas-voice/,www.americasvoice.news,right,mixed,medium credibility
Ricochet – Bias and Credibility,https://mediabiasfactcheck.com/richochet/,www.ricochet.com,right,mixed,medium credibility
Santa Barbara News-Press – Bias and Credibility,https://mediabiasfactcheck.com/santa-barbara-news-press/,www.newspress.com,right,mixed,medium credibility
Sky News Australia – Bias and Credibility,https://mediabiasfactcheck.com/sky-news-australia/,www.skynews.com.au,right,mixed,medium credibility
Tampa Free Press – Bias and Credibility,https://mediabiasfactcheck.com/tampa-free-press-bias/,www.tampafp.com,right,mixed,medium credibility
The American Cause – Bias and Credibility,https://mediabiasfactcheck.com/the-american-cause/,www.theamericancause.org,right,mostly,medium credibility
Humanium – Bias and Credibility,https://mediabiasfactcheck.com/humanium/,www.humanium.org,left-center,high,high credibility
ICI Radio-Canada – Bias and Credibility,https://mediabiasfactcheck.com/ici-radio-canada-bias/,ici.radio-canada.ca,left-center,high,high credibility
iNews UK – Bias and Credibility,https://mediabiasfactcheck.com/inews/,inews.co.uk,left-center,high,high credibility
Inside Edition – Bias and Credibility,https://mediabiasfactcheck.com/inside-edition/,www.insideedition.com,left-center,high,high credibility
My Daily Freedom – Bias and Credibility,https://mediabiasfactcheck.com/trending-views/,www.mydailyfreedom.com,right,mixed,medium credibility
Interfax- Ukraine – Bias and Credibility,https://mediabiasfactcheck.com/interfax-ukraine-bias/,en.interfax.com.ua,left-center,mixed,medium credibility
Western Standard – Bias and Credibility,https://mediabiasfactcheck.com/western-standard-bias/,www.westernstandard.news,right,mixed,medium credibility
The New Humanitarian – Bias and Credibility,https://mediabiasfactcheck.com/irin-news/,www.thenewhumanitarian.org,left-center,high,high credibility
369News – Bias and Credibility,https://mediabiasfactcheck.com/369news/,www.369news.net,conspiracy,mixed,low credibility
Activist Post – Bias and Credibility,https://mediabiasfactcheck.com/activist-post/,www.activistpost.com,conspiracy,low,low credibility
Alliance for Natural Health International – Bias and Credibility,https://mediabiasfactcheck.com/alliance-for-natural-health-international-bias/,www.anhinternational.org,conspiracy,mixed,low credibility
AlternativeNews.com – Bias and Credibility,https://mediabiasfactcheck.com/alternativenews-com/,www.alternativenews.com,conspiracy,low,low credibility
KAWC – NPR – Yuma – Bias and Credibility,https://mediabiasfactcheck.com/kawc-npr-yuma-bias/,www.kawc.org,left-center,high,high credibility
Ancient Origins – Bias and Credibility,https://mediabiasfactcheck.com/ancient-origins/,www.ancient-origins.net,conspiracy,mixed,low credibility
Apost.com – Bias and Credibility,https://mediabiasfactcheck.com/apost-com/,www.apost.com,conspiracy,mixed,low credibility
Australian National Review – Bias and Credibility,https://mediabiasfactcheck.com/australian-national-review/,www.australiannationalreview.com,conspiracy,low,low credibility
Keremeos Review – Bias and Credibility,https://mediabiasfactcheck.com/keremeos-review-bias/,www.keremeosreview.com,left-center,high,high credibility
Bioscience Resource Project – Bias and Credibility,https://mediabiasfactcheck.com/bioscience-resource-project-bias/,www.bioscienceresource.org,conspiracy,mixed,low credibility
BrightSide – Bias and Credibility,https://mediabiasfactcheck.com/brightside/,www.brightside.me,conspiracy,mixed,low credibility
Kotaku – Bias and Credibility,https://mediabiasfactcheck.com/kotaku/,www.kotaku.com,left-center,high,high credibility
Christian Broadcasting Network (CBN) – Bias and Credibility,https://mediabiasfactcheck.com/christian-broadcasting-network-cbn/,www1.cbn.com,conspiracy,mixed,low credibility
KTOO – NPR – Juneau – Bias and Credibility,https://mediabiasfactcheck.com/ktoo-npr-juneau-bias/,www.ktoo.org,left-center,high,high credibility
SaneVax – Bias and Credibility,https://mediabiasfactcheck.com/sanevax/,www.sanevax.org,conspiracy,low,low credibility
El Pais – Bias and Credibility,https://mediabiasfactcheck.com/el-pais/,www.elpais.com,left-center,high,high credibility
Empty Wheel – Bias and Credibility,https://mediabiasfactcheck.com/empty-wheel/,www.emptywheel.net,left-center,high,high credibility
Environmental Defense Fund – Bias and Credibility,https://mediabiasfactcheck.com/environmental-defense-fund-bias/,www.edf.org,left-center,high,high credibility
Estevan Mercury – Bias and Credibility,https://mediabiasfactcheck.com/estevan-mercury-bias/,www.sasktoday.ca,left-center,high,high credibility
I Bleed Red White and Blue – Bias and Credibility,https://mediabiasfactcheck.com/bleed-red-white-blue/,www.ibleedredwhiteblue.com,right,mixed,medium credibility
Facebook News – Bias and Credibility,https://mediabiasfactcheck.com/facebook-news/,www.facebook.com,left-center,mostly,high credibility
FairVote – Bias and Credibility,https://mediabiasfactcheck.com/fairvote/,www.fairvote.org,left-center,high,high credibility
Kansas Policy Institute (KPI) – Bias and Credibility,https://mediabiasfactcheck.com/kansas-policy-institute-kpi/,www.kansaspolicy.org,right,mixed,medium credibility
Forest Lake Times – Bias and Credibility,https://mediabiasfactcheck.com/forest-lake-times-bias/,www.hometownsource.com,left-center,high,high credibility
FreeThink – Bias and Credibility,https://mediabiasfactcheck.com/freethink-bias/,www.freethink.com,left-center,high,high credibility
Gainesville Sun – Bias and Credibility,https://mediabiasfactcheck.com/gainesville-sun/,www.gainesville.com,left-center,high,high credibility
Glamour Magazine – Bias and Credibility,https://mediabiasfactcheck.com/glamour-magazine/,www.glamour.com,left-center,high,high credibility
NewsPageIndex.com (The Newsroom) – Bias and Credibility,https://mediabiasfactcheck.com/newspageindex-com-the-newsroom-bias/,www.newspageindex.com,right,mixed,medium credibility
NRA – Institute for Legislative Action – Bias and Credibility,https://mediabiasfactcheck.com/nra-institute-for-legislative-action/,www.nraila.org,right,mixed,no credibility rating available
Ontario Proud – Bias and Credibility,https://mediabiasfactcheck.com/ontario-proud/,www.ontarioproud.ca,right,high,high credibility
Pants on Fire News – Bias and Credibility,https://mediabiasfactcheck.com/pants-on-fire-news/,www.pantsonfirenews.com,right,mixed,low credibility
Guelph Mercury Tribune – Bias and Credibility,https://mediabiasfactcheck.com/guelph-mercury-tribune-bias/,www.guelphmercury.com,left-center,high,high credibility
Reader’s Digest – Bias and Credibility,https://mediabiasfactcheck.com/readers-digest/,www.rd.com,right,mixed,medium credibility
Hawaii Tribune-Herald – Bias and Credibility,https://mediabiasfactcheck.com/hawaii-tribune-herald-bias/,www.hawaiitribune-herald.com,left-center,high,high credibility
Sabah – Bias and Credibility,https://mediabiasfactcheck.com/daily-sabah/,www.sabah.com.tr,right,mixed,medium credibility
Sinclair Broadcast Group – Bias and Credibility,https://mediabiasfactcheck.com/sinclair-broadcast-group/,www.sbgi.net,right,mixed,medium credibility
Talk TV – Bias and Credibility,https://mediabiasfactcheck.com/talk-tv-bias/,www.talk.tv,right,mixed,medium credibility
The America First Policy Institute (AFPI) – Bias and Credibility,https://mediabiasfactcheck.com/the-america-first-policy-institute-afpi-bias/,www.americafirstpolicy.com,right,mixed,medium credibility
The Daily Telegraph (Australia) – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-telegraph-australia/,www.dailytelegraph.com.au,right,mixed,medium credibility
TheLeoTerrell.com – Bias and Credibility,https://mediabiasfactcheck.com/theleoterrell-com/,www.theleoterrell.com,right,mixed,no credibility rating available
The New Revere – Bias and Credibility,https://mediabiasfactcheck.com/the-new-revere/,www.thenewrevere.com,right,mixed,no credibility rating available
The Sun UK – Bias and Credibility,https://mediabiasfactcheck.com/the-sun/,www.thesun.co.uk,right,mixed,medium credibility
Inside Higher Ed – Bias and Credibility,https://mediabiasfactcheck.com/inside-higher-ed/,www.insidehighered.com,left-center,high,high credibility
Twitchy – Bias and Credibility,https://mediabiasfactcheck.com/twitchy/,www.twitchy.com,right,mixed,medium credibility
International Crisis Group – Bias and Credibility,https://mediabiasfactcheck.com/international-crisis-group/,www.crisisgroup.org,left-center,very high,high credibility
World Magazine – Bias and Credibility,https://mediabiasfactcheck.com/world-magazine/,world.wng.org,right,mixed,medium credibility
21st Century Wire – Bias and Credibility,https://mediabiasfactcheck.com/21st-century-wire/,www.21stcenturywire.com,conspiracy,mixed,low credibility
Jeffersonville News and Tribune – Bias and Credibility,https://mediabiasfactcheck.com/jeffersonville-news-and-tribune/,www.newsandtribune.com,left-center,high,high credibility
JOE.ie – Bias and Credibility,https://mediabiasfactcheck.com/joe-ie-bias/,www.joe.ie,left-center,mostly,high credibility
Alliance for Natural Health (ANH-USA) – Bias and Credibility,https://mediabiasfactcheck.com/alliance-for-natural-health-bias-junk-science/,www.anh-usa.org,conspiracy,mixed,low credibility
AltHealth Works – Bias and Credibility,https://mediabiasfactcheck.com/althealth-works/,www.althealthworks.com,conspiracy,low,low credibility
KBBI – NPR – Homer – Bias and Credibility,https://mediabiasfactcheck.com/kbbi-npr-homer-bias/,www.kbbi.org,left-center,high,high credibility
AND Magazine – Bias and Credibility,https://mediabiasfactcheck.com/and-magazine/,www.andmagazine.com,conspiracy,mixed,low credibility
KCHU – NPR – Valdez – Bias and Credibility,https://mediabiasfactcheck.com/kchu-npr-valdez-bias/,www.kchu.org,left-center,high,high credibility
Awake Canada – Bias and Credibility,https://mediabiasfactcheck.com/awake-canada-bias/,www.awakecanada.org,conspiracy,VeryLow,low credibility
Big Government News – Bias and Credibility,https://mediabiasfactcheck.com/big-government-news/,www.biggovernment.news,conspiracy,VeryLow,low credibility
Blckbx.tv – Bias and Credibility,https://mediabiasfactcheck.com/blckbx-tv-bias/,www.blckbx.tv,conspiracy,VeryLow,low credibility
Brighteon – Bias and Credibility,https://mediabiasfactcheck.com/brighteon/,www.brighteon.com,conspiracy,VeryLow,low credibility
KOCO News 5 – Bias and Credibility,https://mediabiasfactcheck.com/koco-news-5/,www.koco.com,left-center,high,high credibility
El Paso Times – Bias and Credibility,https://mediabiasfactcheck.com/el-paso-times/,www.elpasotimes.com,left-center,high,high credibility
Engadget – Bias and Credibility,https://mediabiasfactcheck.com/engadget/,www.engadget.com,left-center,high,high credibility
Heritage Foundation – Bias and Credibility,https://mediabiasfactcheck.com/heritage-foundation/,www.heritage.org,right,mixed,medium credibility
Euractiv – Bias and Credibility,https://mediabiasfactcheck.com/euractiv/,www.euractiv.com,left-center,high,high credibility
Independent Women’s Forum (IWF),https://mediabiasfactcheck.com/independent-womens-forum-iwf/,www.iwf.org,right,mostly,medium credibility
Faribault Daily News – Bias and Credibility,https://mediabiasfactcheck.com/faribault-daily-news-bias/,www.southernminn.com,left-center,high,high credibility
FiveThirtyEight – Bias and Credibility,https://mediabiasfactcheck.com/fivethirtyeight/,www.fivethirtyeight.com,left-center,high,high credibility
Law Enforcement Today – Bias and Credibility,https://mediabiasfactcheck.com/law-enforcement-today/,www.lawenforcementtoday.com,right,mixed,medium credibility
Lone Conservative – Bias and Credibility,https://mediabiasfactcheck.com/lone-conservative/,www.loneconservative.com,right,mixed,medium credibility
Mercatornet – Bias and Credibility,https://mediabiasfactcheck.com/mercatornet/,www.mercatornet.com,right,mixed,medium credibility
National Center for Public Policy Research (NCPPR) – Bias and Credibility,https://mediabiasfactcheck.com/national-center-public-policy-research-ncppr/,www.nationalcenter.org,right,mixed,medium credibility
GlobalPost – Bias and Credibility,https://mediabiasfactcheck.com/global-post/,www.theworld.org,left-center,high,high credibility
Golden Star – Bias and Credibility,https://mediabiasfactcheck.com/golden-star-bias/,www.thegoldenstar.net,left-center,high,high credibility
Governing Magazine – Bias and Credibility,https://mediabiasfactcheck.com/governing-magazine/,www.governing.com,left-center,high,high credibility
Greensboro News and Record – Bias and Credibility,https://mediabiasfactcheck.com/greensboro-news-and-record/,www.greensboro.com,left-center,high,high credibility
Politichicks – Bias and Credibility,https://mediabiasfactcheck.com/politichicks/,www.politichicks.com,right,low,low credibility
Hamilton Spectator – Bias and Credibility,https://mediabiasfactcheck.com/hamilton-spectator-bias/,www.thespec.com,left-center,high,high credibility
Regated – Bias and Credibility,https://mediabiasfactcheck.com/regated-news/,www.regated.com,right,mixed,no credibility rating available
Helsingin Sanomat – Bias and Credibility,https://mediabiasfactcheck.com/helsingin-sanomat/,www.hs.fi,left-center,high,high credibility
Shore News Network – Bias and Credibility,https://mediabiasfactcheck.com/shore-news-network-bias/,www.shorenewsnetwork.com,right,mostly,medium credibility
Spiked Magazine – Bias and Credibility,https://mediabiasfactcheck.com/spiked-magazine/,www.spiked-online.com,right,mixed,medium credibility
Hornell Evening Tribune – Bias and Credibility,https://mediabiasfactcheck.com/hornell-evening-tribune-bias/,www.eveningtribune.com,left-center,high,high credibility
Houston Today – Bias and Credibility,https://mediabiasfactcheck.com/houston-today-bias/,www.houston-today.com,left-center,high,high credibility
TheGreggJarrett.com – Bias and Credibility,https://mediabiasfactcheck.com/thegreggjarrett-com/,www.thegreggjarrett.com,right,mixed,medium credibility
If Americans Knew – Bias and Credibility,https://mediabiasfactcheck.com/if-america-knew/,www.ifamericaknew.org,left-center,high,high credibility
The Star (Malaysia) – Bias and Credibility,https://mediabiasfactcheck.com/the-star-malaysia/,www.thestar.com.my,right,mixed,medium credibility
TimCast (Tim Pool) – Bias and Credibility,https://mediabiasfactcheck.com/timcast-tim-pool/,www.timcast.com,right,mixed,medium credibility
Institute for Government – Bias and Credibility,https://mediabiasfactcheck.com/institute-for-government-bias/,www.instituteforgovernment.org.uk,left-center,high,high credibility
Washington Examiner – Bias and Credibility,https://mediabiasfactcheck.com/washington-examiner/,www.washingtonexaminer.com,right,mixed,medium credibility
iPolitics – Bias and Credibility,https://mediabiasfactcheck.com/ipolitics/,www.ipolitics.ca,left-center,high,high credibility
2020ElectionCenter.com – Bias and Credibility,https://mediabiasfactcheck.com/2020electioncenter-com-bias/,www.freeworldnews.tv,conspiracy,VeryLow,low credibility
Jefferson Public Radio – Bias and Credibility,https://mediabiasfactcheck.com/jefferson-public-radio-bias/,www.ijpr.org,left-center,high,high credibility
Actualized.org – Bias and Credibility,https://mediabiasfactcheck.com/actualized-org-bias/,www.actualized.org,conspiracy,low,low credibility
JStor Daily – Bias and Credibility,https://mediabiasfactcheck.com/jstore-daily/,daily.jstor.org,left-center,high,high credibility
Alternative Media Television (AMTV) – Bias and Credibility,https://mediabiasfactcheck.com/alternative-media-television-amtv/,www.amtvmedia.com,conspiracy,low,low credibility
Kawartha Lakes This Week – Bias and Credibility,https://mediabiasfactcheck.com/kawartha-lakes-this-week-bias/,www.thepeterboroughexaminer.com,left-center,high,high credibility
Ancient Code – Bias and Credibility,https://mediabiasfactcheck.com/ancient-code/,www.ancient-code.com,conspiracy,mixed,low credibility
KDKA – CBS Pittsburgh – Bias and Credibility,https://mediabiasfactcheck.com/kdka-cbs-pittsburgh/,www.cbsnews.com,left-center,high,high credibility
Kemptville Advance – Bias and Credibility,https://mediabiasfactcheck.com/kemptville-advance-bias/,www.insideottawavalley.com,left-center,high,high credibility
Behold Israel – Bias and Credibility,https://mediabiasfactcheck.com/behold-israel/,www.beholdisrael.org,conspiracy,mixed,low credibility
KHEC – NPR – Crescent City – Bias and Credibility,https://mediabiasfactcheck.com/khec-npr-crescent-city-bias/,www.ijpr.org,left-center,high,high credibility
KHSU – NPR – Arcata – Bias and Credibility,https://mediabiasfactcheck.com/khsu-npr-arcata-bias/,www.khsu.org,left-center,high,high credibility
KJZZ – NPR – Phoenix – Bias and Credibility,https://mediabiasfactcheck.com/kjzz-npr-phoenix-bias/,www.kjzz.org,left-center,high,high credibility
Bugout.news – Bias and Credibility,https://mediabiasfactcheck.com/bugout-news/,www.bugout.news,conspiracy,VeryLow,low credibility
Government Accountability Institute – Bias and Credibility,https://mediabiasfactcheck.com/government-accountability-institute/,www.g-a-i.org,right,mixed,low credibility
Hurriyet – Bias and Credibility,https://mediabiasfactcheck.com/hurriyet/,www.hurriyet.com.tr,right,mixed,medium credibility
Independent Journal Review – Bias and Credibility,https://mediabiasfactcheck.com/independent-journal-review/,www.ijr.com,right,mostly,high credibility
Fairness & Accuracy in Reporting (FAIR) – Bias and Credibility,https://mediabiasfactcheck.com/fairness-accuracy-in-reporting-fair/,www.fair.org,left-center,high,high credibility
Jewish Policy Center – Bias and Credibility,https://mediabiasfactcheck.com/jewish-policy-center/,www.jewishpolicycenter.org,right,high,high credibility
Food Navigator – Bias and Credibility,https://mediabiasfactcheck.com/food-navigator-bias/,www.foodnavigator.com,left-center,mostly,high credibility
France Info – Bias and Credibility,https://mediabiasfactcheck.com/france-info/,www.francetvinfo.fr,left-center,high,high credibility
Future of Life Institute (FLI) – Bias and Credibility,https://mediabiasfactcheck.com/future-of-life-institute-bias/,www.futureoflife.org,left-center,high,high credibility
Gazeta Wyborcza – Bias and Credibility,https://mediabiasfactcheck.com/gazeta-wyborcza-bias/,www.wyborcza.pl,left-center,high,high credibility
Global Citizen – Bias and Credibility,https://mediabiasfactcheck.com/global-citizen/,www.globalcitizen.org,left-center,high,high credibility
Gloucester Daily Times – Bias and Credibility,https://mediabiasfactcheck.com/gloucester-daily-times-bias/,www.gloucestertimes.com,left-center,high,high credibility
Google News – Bias and Credibility,https://mediabiasfactcheck.com/google-news/,news.google.com,left-center,mostly,high credibility
Grand Rapids Herald-Review – Bias and Credibility,https://mediabiasfactcheck.com/grand-rapids-herald-review-bias/,www.grandrapidsmn.com,left-center,high,high credibility
Patriot News Daily – Bias and Credibility,https://mediabiasfactcheck.com/patriot-news-daily/,www.patriotnewsdaily.com,right,mixed,medium credibility
Proud Conservatives – Bias and Credibility,https://mediabiasfactcheck.com/proud-conservatives/,www.conservativesus.party,right,mixed,no credibility rating available
Reclaim The Net – Bias and Credibility,https://mediabiasfactcheck.com/reclaim-the-net-bias/,www.reclaimthenet.org,right,mixed,medium credibility
Right & Free – Bias and Credibility,https://mediabiasfactcheck.com/right-free/,www.rightandfree.com,right,mixed,medium credibility
Henderson Times-News – Bias and Credibility,https://mediabiasfactcheck.com/henderson-times-news-bias/,www.thetimesnews.com,left-center,high,high credibility
Sonoran News – Bias and Credibility,https://mediabiasfactcheck.com/sonoran-news/,www.sonorannews.com,right,mostly,medium credibility
Honolulu Civil Beat – Bias and Credibility,https://mediabiasfactcheck.com/honolulu-civil-beat/,www.civilbeat.org,left-center,high,high credibility
HotNews Romania – Bias and Credibility,https://mediabiasfactcheck.com/hotnews-romania-bias/,www.hotnews.ro,left-center,high,high credibility
Human Rights Watch – Bias and Credibility,https://mediabiasfactcheck.com/human-rights-watch/,www.hrw.org,left-center,high,high credibility
IceNews – Bias and Credibility,https://mediabiasfactcheck.com/ice-news/,www.icenews.is,left-center,mostly,medium credibility
Independent Australia – Bias and Credibility,https://mediabiasfactcheck.com/independent-australia/,www.independentaustralia.net,left-center,high,high credibility
The Texan – Bias and Credibility,https://mediabiasfactcheck.com/the-texan/,www.thetexan.news,right,high,high credibility
TIPP Insights – Bias and Credibility,https://mediabiasfactcheck.com/tipp-insights-bias/,www.tippinsights.com,right,mixed,medium credibility
Institute for Middle East Understanding (IMEU) – Bias and Credibility,https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,www.imeu.org,left-center,high,high credibility
Washington Free Beacon – Bias and Credibility,https://mediabiasfactcheck.com/washington-free-beacon/,www.freebeacon.com,right,mixed,medium credibility
Irish Daily Mirror – Bias and Credibility,https://mediabiasfactcheck.com/irish-daily-mirror-bias/,www.irishmirror.ie,left-center,mostly,high credibility
Jackson Sun – Bias and Credibility,https://mediabiasfactcheck.com/jackson-sun/,www.jacksonsun.com,left-center,high,high credibility
ACN Latitudes – Bias and Credibility,https://mediabiasfactcheck.com/acn-latitudes/,www.latitudes.org,conspiracy,mixed,low credibility
Age of Autism – Bias and Credibility,https://mediabiasfactcheck.com/age-of-autism/,www.ageofautism.com,conspiracy,low,low credibility
Altermed Zentrum – Bias and Credibility,https://mediabiasfactcheck.com/altermed-zentrum-bias/,www.altermedzentrum.com,conspiracy,VeryLow,low credibility
Kansas City Star – Bias and Credibility,https://mediabiasfactcheck.com/kansas-city-star/,www.kansascity.com,left-center,high,high credibility
American Media Group – AMG-News – Bias and Credibility,https://mediabiasfactcheck.com/amg-news/,www.amg-news.com,conspiracy,VeryLow,low credibility
KCHO – NPR – Chico – Bias and Credibility,https://mediabiasfactcheck.com/kcho-npr-chico-bias-and-credibility/,www.mynspr.org,left-center,high,high credibility
KDLG – NPR – Dillingham – Bias and Credibility,https://mediabiasfactcheck.com/kdlg-npr-dillingham-bias/,www.kdlg.org,left-center,high,high credibility
Kenosha News – Bias and Credibility,https://mediabiasfactcheck.com/kenosha-news/,www.kenoshanews.com,left-center,high,high credibility
KFSK – NPR – Petersburg – Bias and Credibility,https://mediabiasfactcheck.com/kfsk-npr-petersburg-bias/,www.kfsk.org,left-center,high,high credibility
Blacklisted News – Bias and Credibility,https://mediabiasfactcheck.com/blacklisted-news/,www.blacklistednews.com,conspiracy,mixed,low credibility
